Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ARES,Ares Management Corporation,40.78,$5.4B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,25.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",45.91,$718.49M,n/a,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/agx
ARGD,"Argo Group International Holdings, Ltd.",25.533,n/a,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argd
ARGO,"Argo Group International Holdings, Ltd.",34.16,$1.18B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/argo
ARGO^A,"Argo Group International Holdings, Ltd.",24.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/argo^a
ANET,"Arista Networks, Inc.",233.83,$17.7B,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,3.06,$112.66M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,18.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^b
AI^C,Arlington Asset Investment Corp,19.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ai^c
AIC,Arlington Asset Investment Corp,23,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,23.45,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
ARLO,"Arlo Technologies, Inc.",3.43,$267.63M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/arlo
AHH,"Armada Hoffler Properties, Inc.",9.74,$757.43M,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/ahh
AHH^A,"Armada Hoffler Properties, Inc.",23.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahh^a
ARR,"ARMOUR Residential REIT, Inc.",9.97,$643.93M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/arr
ARR^C,"ARMOUR Residential REIT, Inc.",21.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/arr^c
AFI,"Armstrong Flooring, Inc.",3.08,$66.51M,2016,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,80.54,$3.94B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",67.62,$5.32B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,104.45,$19.81B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,34.65,$2.72B,2013,Finance,Investment Managers,https://old.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,22.17,$427.66M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,106.04,$2.05B,2002,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/abg
ASX,"ASE Technology Holding Co., Ltd.",4.81,$10.25B,2018,Technology,Semiconductors,https://old.nasdaq.com/symbol/asx
ASGN,ASGN Incorporated,69.27,$3.64B,1992,Technology,Professional Services,https://old.nasdaq.com/symbol/asgn
AHT,Ashford Hospitality Trust Inc,4.75,$49.76M,2003,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,7.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,7.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,7.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,7.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,7.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,78.6,$4.75B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/ash
ASPN,"Aspen Aerogels, Inc.",6.53,$173.66M,2014,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/aspn
AHL^C,Aspen Insurance Holdings Limited,25.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^d
AHL^E,Aspen Insurance Holdings Limited,24.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ahl^e
AMK,"AssetMark Financial Holdings, Inc.",28.22,$2.04B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
ASB,Associated Banc-Corp,13.31,$2.05B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,25.4009,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,25.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^d
ASB^E,Associated Banc-Corp,25.9901,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^e
ASB^F,Associated Banc-Corp,25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asb^f
AC,"Associated Capital Group, Inc.",38.72,$866.84M,2015,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",105.93,$6.32B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",106.2,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,23.3,$2.03B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,27.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,26.2531,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,25.6101,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,56.98,$149.55B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,8.75,$561.64M,2016,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/home
T,AT&T Inc.,30.16,$214.89B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
T^A,AT&T Inc.,25.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^a
T^C,AT&T Inc.,24.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/t^c
TBB,AT&T Inc.,26.57,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.31,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
ATTO,Atento S.A.,1.48,$105.35M,2014,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,33.92,$6.59B,2016,Finance,Life Insurance,https://old.nasdaq.com/symbol/ath
ATH^A,Athene Holding Ltd.,25.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^a
ATH^B,Athene Holding Ltd.,23.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^b
ATH^C,Athene Holding Ltd.,25.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ath^c
ATKR,Atkore International Group Inc.,27.48,$1.3B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.05,$188.96M,n/a,Energy,Electric Utilities: Central,https://old.nasdaq.com/symbol/at
ATCO,Atlas Corp.,7.08,$1.75B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/atco
ATCO^D,Atlas Corp.,22.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^d
ATCO^E,Atlas Corp.,23.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^e
ATCO^G,Atlas Corp.,22.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^g
ATCO^H,Atlas Corp.,21.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^h
ATCO^I,Atlas Corp.,21.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atco^i
ATO,Atmos Energy Corporation,104.03,$12.72B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ato
ACB,Aurora Cannabis Inc.,11.16,$1.26B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/acb
ATHM,Autohome Inc.,80.21,$9.55B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",67.48,$5.89B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",48.85,$4.26B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",1168.98,$27.31B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/azo
AVLR,"Avalara, Inc.",126.5,$9.92B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avlr
AVB,"AvalonBay Communities, Inc.",150.41,$21.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",48.25,$14.91B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/agr
AVNS,"Avanos Medical, Inc.",31.9,$1.52B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
AVTR,"Avantor, Inc.",18.81,$10.82B,2019,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/avtr
AVTR^A,"Avantor, Inc.",62.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/avtr^a
AVYA,Avaya Holdings Corp.,12.58,$1.04B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,122.2,$10.18B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/avy
AVNT,Avient Corporation,26.13,$2.39B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/avnt
AVA,Avista Corporation,37.84,$2.55B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ava
AXTA,Axalta Coating Systems Ltd.,22.92,$5.39B,2014,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,40.73,$3.43B,2003,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/axs
AXS^E,Axis Capital Holdings Limited,25.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/axs^e
AX,"Axos Financial, Inc.",20.53,$1.22B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
AXO,"Axos Financial, Inc.",25.33,n/a,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/axo
AZUL,Azul S.A.,12.55,$1.43B,2017,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,19,$905.36M,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,31.65,$829.07M,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",26.27,$1.68B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bgs
BMRG,B. Riley Principal Merger Corp. II,10.5,$243.4M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/bmrg
BMRG.U,B. Riley Principal Merger Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.u
BMRG.WS,B. Riley Principal Merger Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bmrg.ws
BW,Babcock,2.44,$120.32M,2015,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,12.59,$252.53M,2012,n/a,n/a,https://old.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",63.3,$1.84B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
BCSF,"Bain Capital Specialty Finance, Inc.",10.03,$647.56M,2018,n/a,n/a,https://old.nasdaq.com/symbol/bcsf
BKR,Baker Hughes Company,16.46,$16.99B,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/bkr
BBN,BalckRock Taxable Municipal Bond Trust,25.83,$1.48B,2010,n/a,n/a,https://old.nasdaq.com/symbol/bbn
BLL,Ball Corporation,73.18,$23.86B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",10.2,$511.61M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banc
BANC^D,"Banc of California, Inc.",24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/banc^e
BBAR,Banco BBVA Argentina S.A.,4.43,$904.77M,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbar
BBVA,Banco Bilbao Viscaya Argentaria S.A.,3.63,$24.16B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,4.45,$39.32B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,4.09,$36.14B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,18.52,$9.35B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",11.09,$439.32M,1992,Finance,Commercial Banks,https://old.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,5.81,$43.35B,2009,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,16.83,$7.93B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsac
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3.32,$4.51B,2012,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx
SAN,"Banco Santander, S.A.",2.45,$40.69B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/san
SAN^B,"Banco Santander, S.A.",22.585,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/san^b
CIB,BanColombia S.A.,27.8,$6.68B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,21.82,$2.24B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs
BXS^A,BancorpSouth Bank,25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bxs^a
BAC,Bank of America Corporation,24.31,$210.62B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bac
BAC^A,Bank of America Corporation,26.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^a
BAC^B,Bank of America Corporation,27.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^b
BAC^C,Bank of America Corporation,25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^c
BAC^E,Bank of America Corporation,24.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^e
BAC^K,Bank of America Corporation,27.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^k
BAC^L,Bank of America Corporation,1435.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^l
BAC^M,Bank of America Corporation,26.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^m
BAC^N,Bank of America Corporation,26.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bac^n
BML^G,Bank of America Corporation,19.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,19.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^h
BML^J,Bank of America Corporation,24.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.3927,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,59.2,$2.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,55.81,$35.7B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),25.36,$1.29B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
BNS,Bank of Nova Scotia (The),42.01,$50.89B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",18.5,$1.71B,2011,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bku
BCS,Barclays PLC,5.93,$25.71B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bcs
BBDC,"Barings BDC, Inc.",7.84,$376.02M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bbdc
MCI,Barings Corporate Investors,13.3,$269.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,11.9914,$127.13M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",2.15,$104.24M,2015,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bned
B,"Barnes Group, Inc.",38.25,$1.93B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/b
GOLD,Barrick Gold Corporation,28.52,$50.71B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold
BHC,Bausch Health Companies Inc.,17.33,$6.15B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhc
BAX,Baxter International Inc.,89.2,$45.39B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,0.5264,$295.05M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte
BBX,BBX Capital Corporation,2.81,$271.37M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",41.69,$37.7B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",11.32,$351.23M,1994,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",273.44,$80.63B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdx
BDXB,"Becton, Dickinson and Company",59.08,n/a,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bdxb
BDC,Belden Inc,33.26,$1.48B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
BRBR,"BellRing Brands, Inc.",20.14,$794.09M,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/brbr
BHE,"Benchmark Electronics, Inc.",20.11,$732.32M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",10.46,$524.94M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",47.34,$6.27B,2012,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",97.36,$25.15B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/bby
BEST,BEST Inc.,4.36,$1.7B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/best
BGSF,BG Staffing Inc,9.64,$99.36M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/bgsf
BHP,BHP Group Limited,53.19,$134.52B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bhp
BBL,BHP Group Plc,44.26,$111.91B,n/a,Energy,Coal Mining,https://old.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",42.41,$1.66B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,62.29,$193.28M,2018,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bh
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bh.a
BILL,"Bill.com Holdings, Inc.",85.38,$6.71B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bill
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,72.97,$4.27B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",520.27,$15.43B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,15.85,$1.13B,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/bita
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",41.44,$5.74B,2018,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/bj
BKH,Black Hills Corporation,61.44,$3.86B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bkh
BKI,"Black Knight, Inc.",73.13,$11.48B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",6.54,$1.35B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,4.79,$2.66B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,8.28,$183.38M,2017,n/a,n/a,https://old.nasdaq.com/symbol/bgio
BFZ,BlackRock California Municipal Income Trust,13.475,$426.87M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.04,$663.59M,2004,n/a,n/a,https://old.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,15.89,$857.03M,2001,n/a,n/a,https://old.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.55,$1.29B,2003,n/a,n/a,https://old.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.73,$1.28B,2006,n/a,n/a,https://old.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",9.59,$448.99M,1998,n/a,n/a,https://old.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,7.1,$211.76M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,7.49,$1.4B,2005,n/a,n/a,https://old.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.2999,$62.97M,2005,n/a,n/a,https://old.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,11.21,$401.68M,2003,n/a,n/a,https://old.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.7443,$78.45M,2003,n/a,n/a,https://old.nasdaq.com/symbol/bfo
BGT,Blackrock Global,11.02,$250.14M,2004,n/a,n/a,https://old.nasdaq.com/symbol/bgt
BOE,Blackrock Global,9.6,$625.55M,2005,n/a,n/a,https://old.nasdaq.com/symbol/boe
